"Location","Age group","TimeFrame","EnteringNumber","ExitingNumber","AdoptionNumber","ChildPopulation"
"South Carolina","16 to 20",2013-01-01,187,441,34,182183
"South Carolina","<1",2008-01-01,572,236,13,63320
"South Carolina","1 to 5",2008-01-01,1169,1326,282,294354
"South Carolina","6 to 10",2008-01-01,962,903,138,291779
"South Carolina","11 to 15",2008-01-01,887,767,73,296115
"South Carolina","16 to 20",2008-01-01,271,623,19,199451
"South Carolina","16 to 20",2007-01-01,263,588,12,197804
"South Carolina","11 to 15",2007-01-01,906,681,54,298368
"South Carolina","6 to 10",2007-01-01,845,804,112,285396
"South Carolina","1 to 5",2007-01-01,1114,1063,221,287167
"South Carolina","<1",2007-01-01,642,266,6,62732
"South Carolina","<1",2006-01-01,570,224,11,59104
"South Carolina","1 to 5",2006-01-01,1021,1006,221,283070
"South Carolina","6 to 10",2006-01-01,768,729,114,278787
"South Carolina","11 to 15",2006-01-01,902,705,72,301043
"South Carolina","16 to 20",2006-01-01,222,595,7,192768
"South Carolina","16 to 20",2005-01-01,224,615,4,185112
"South Carolina","11 to 15",2005-01-01,935,712,65,304768
"South Carolina","6 to 10",2005-01-01,637,640,103,274547
"South Carolina","1 to 5",2005-01-01,940,918,201,279889
"South Carolina","<1",2005-01-01,497,186,9,56225
"South Carolina","<1",2004-01-01,458,188,10,55612
"South Carolina","1 to 5",2004-01-01,864,936,197,275982
"South Carolina","6 to 10",2004-01-01,704,654,93,273585
"South Carolina","11 to 15",2004-01-01,876,715,56,306346
"South Carolina","16 to 20",2004-01-01,206,658,10,180484
"South Carolina","16 to 20",2003-01-01,244,708,7,178802
"South Carolina","11 to 15",2003-01-01,1024,783,43,303814
"South Carolina","6 to 10",2003-01-01,760,688,74,276005
"South Carolina","1 to 5",2003-01-01,922,948,152,273308
"South Carolina","<1",2003-01-01,460,201,5,54528
"South Carolina","<1",2002-01-01,495,193,6,55098
"South Carolina","1 to 5",2002-01-01,899,932,155,269703
"South Carolina","6 to 10",2002-01-01,837,835,119,280204
"South Carolina","11 to 15",2002-01-01,1035,858,59,299720
"South Carolina","16 to 20",2002-01-01,244,549,6,177447
"South Carolina","<1",2000-01-01,487,216,9,54540
"South Carolina","1 to 5",2000-01-01,815,894,179,263800
"South Carolina","6 to 10",2000-01-01,832,781,121,291893
"South Carolina","11 to 15",2000-01-01,874,733,65,287276
"South Carolina","16 to 20",2000-01-01,162,497,4,175018
"South Carolina","16 to 20",2001-01-01,226,470,16,176544
"South Carolina","11 to 15",2001-01-01,985,727,66,294421
"South Carolina","6 to 10",2001-01-01,832,779,122,285536
"South Carolina","1 to 5",2001-01-01,888,894,169,265533
"South Carolina","<1",2001-01-01,472,222,11,55996
"South Dakota","<1",2000-01-01,185,101,4,10324
"South Dakota","1 to 5",2000-01-01,472,347,52,51006
"South Dakota","6 to 10",2000-01-01,380,283,27,55673
"South Dakota","16 to 20",2000-01-01,86,105,NA,37868
"South Dakota","11 to 15",2000-01-01,315,205,11,60470
"South Dakota","16 to 20",2001-01-01,58,110,2,37493
"South Dakota","11 to 15",2001-01-01,280,218,7,59773
"South Dakota","6 to 10",2001-01-01,352,310,36,54536
"South Dakota","1 to 5",2001-01-01,511,437,50,51073
"South Dakota","<1",2001-01-01,153,94,2,10217
"South Dakota","<1",2002-01-01,185,95,2,10172
"South Dakota","1 to 5",2002-01-01,456,420,79,50877
"South Dakota","6 to 10",2002-01-01,360,317,45,53841
"South Dakota","16 to 20",2002-01-01,69,106,1,37265
"South Dakota","11 to 15",2002-01-01,276,215,18,58849
"South Dakota","16 to 20",2003-01-01,53,123,1,36942
"South Dakota","11 to 15",2003-01-01,278,198,21,58284
"South Dakota","6 to 10",2003-01-01,353,283,45,52885
"South Dakota","1 to 5",2003-01-01,531,418,77,51014
"South Dakota","<1",2003-01-01,159,68,NA,10547
"South Dakota","<1",2004-01-01,164,71,2,11088
"South Dakota","1 to 5",2004-01-01,455,407,89,51884
"South Dakota","6 to 10",2004-01-01,335,304,56,52279
"South Dakota","16 to 20",2004-01-01,48,116,2,36397
"South Dakota","11 to 15",2004-01-01,268,236,27,57460
"South Dakota","16 to 20",2005-01-01,61,150,3,35848
"South Dakota","11 to 15",2005-01-01,286,212,28,56525
"South Dakota","6 to 10",2005-01-01,308,291,35,52217
"South Dakota","1 to 5",2005-01-01,513,452,47,52743
"South Dakota","<1",2005-01-01,197,72,NA,11154
"South Dakota","<1",2006-01-01,191,91,1,11326
"South Dakota","1 to 5",2006-01-01,525,522,65,53913
"South Dakota","6 to 10",2006-01-01,327,354,60,52534
"South Dakota","11 to 15",2006-01-01,249,234,17,55699
"South Dakota","16 to 20",2006-01-01,64,157,7,35677
"South Dakota","11 to 15",2007-01-01,233,235,27,55221
"South Dakota","16 to 20",2007-01-01,53,169,3,35549
"South Dakota","6 to 10",2007-01-01,317,335,50,52746
"South Dakota","1 to 5",2007-01-01,562,556,79,55392
"South Dakota","<1",2007-01-01,227,109,NA,11842
"South Dakota","<1",2008-01-01,207,98,2,11750
"South Dakota","1 to 5",2008-01-01,517,528,94,57152
"South Dakota","6 to 10",2008-01-01,304,359,57,53214
"South Dakota","11 to 15",2008-01-01,250,249,21,54405
"South Dakota","16 to 20",2008-01-01,67,145,2,35355
"South Dakota","<1",2013-01-01,150,57,NA,12105
"South Dakota","1 to 5",2013-01-01,404,426,97,60275
"South Dakota","6 to 10",2013-01-01,215,268,56,58914
"South Dakota","11 to 15",2013-01-01,123,167,20,54670
"South Dakota","16 to 20",2013-01-01,38,122,4,32928
"South Dakota","<1",2018-01-01,175,50,NA,12212
"South Dakota","1 to 5",2018-01-01,413,475,104,61813
"South Dakota","6 to 10",2018-01-01,302,332,51,60867
"South Dakota","11 to 15",2018-01-01,206,181,27,59580
"South Dakota","16 to 20",2018-01-01,48,107,1,33523
"South Dakota","11 to 15",2009-01-01,230,221,24,53837
"South Dakota","6 to 10",2009-01-01,305,292,40,54110
"South Dakota","1 to 5",2009-01-01,614,607,94,58484
"South Dakota","<1",2009-01-01,230,118,4,11807
"South Dakota","16 to 20",2009-01-01,69,142,5,34670
"South Dakota","<1",2010-01-01,185,103,2,11776
"South Dakota","1 to 5",2010-01-01,579,558,76,59729
"South Dakota","6 to 10",2010-01-01,353,330,35,55131
"South Dakota","11 to 15",2010-01-01,273,253,19,53907
"South Dakota","16 to 20",2010-01-01,69,163,1,34378
"South Dakota","<1",2015-01-01,148,50,NA,12346
"South Dakota","1 to 5",2015-01-01,403,331,57,60646
"South Dakota","6 to 10",2015-01-01,254,266,48,60367
"South Dakota","11 to 15",2015-01-01,182,148,15,56084
"South Dakota","16 to 20",2015-01-01,52,103,1,32814
"South Dakota","1 to 5",2020-01-01,376,399,104,59633
"South Dakota","6 to 10",2020-01-01,287,304,66,60193
"South Dakota","11 to 15",2020-01-01,223,218,33,62145
"South Dakota","16 to 20",2020-01-01,54,138,5,34678
"South Dakota","<1",2020-01-01,175,49,1,11471
"South Dakota","<1",2011-01-01,192,97,1,11843
"South Dakota","1 to 5",2011-01-01,601,605,97,60011
"South Dakota","11 to 15",2011-01-01,220,197,19,54211
"South Dakota","16 to 20",2011-01-01,60,138,5,33676
"South Dakota","6 to 10",2011-01-01,334,392,46,55808
"South Dakota","<1",2012-01-01,173,72,2,11977
"South Dakota","1 to 5",2012-01-01,466,478,68,60101
"South Dakota","6 to 10",2012-01-01,297,297,43,57133
"South Dakota","11 to 15",2012-01-01,207,181,12,54422
"South Dakota","16 to 20",2012-01-01,46,115,1,33218
"South Dakota","<1",2014-01-01,126,46,1,12523
"South Dakota","1 to 5",2014-01-01,358,425,88,60068
"South Dakota","6 to 10",2014-01-01,271,258,44,60004
"South Dakota","11 to 15",2014-01-01,161,175,23,55351
"South Dakota","16 to 20",2014-01-01,39,106,3,32856
"South Dakota","<1",2016-01-01,176,51,2,12344
"South Dakota","1 to 5",2016-01-01,435,358,58,61181
"South Dakota","6 to 10",2016-01-01,264,264,32,60772
"South Dakota","11 to 15",2016-01-01,222,171,17,56954
"South Dakota","16 to 20",2016-01-01,54,116,1,33413
"South Dakota","<1",2017-01-01,181,37,1,12416
"South Dakota","1 to 5",2017-01-01,406,365,100,61774
"South Dakota","11 to 15",2017-01-01,212,191,23,58319
"South Dakota","16 to 20",2017-01-01,69,119,2,33709
"South Dakota","6 to 10",2017-01-01,316,256,55,61033
"South Dakota","<1",2019-01-01,182,42,NA,11850
"South Dakota","1 to 5",2019-01-01,437,382,112,61831
"South Dakota","6 to 10",2019-01-01,297,275,74,60798
"South Dakota","11 to 15",2019-01-01,245,205,23,60770
"South Dakota","16 to 20",2019-01-01,53,122,2,33598
"South Dakota","<1",2021-01-01,166,33,1,11105
"South Dakota","1 to 5",2021-01-01,340,377,122,59314
"South Dakota","6 to 10",2021-01-01,277,267,64,60418
"South Dakota","11 to 15",2021-01-01,181,182,33,62626
"South Dakota","16 to 20",2021-01-01,49,123,2,35270
"Tennessee","1 to 5",2021-01-01,1273,1456,575,406267
"Tennessee","<1",2021-01-01,874,225,30,78717
"Tennessee","16 to 20",2021-01-01,1394,1491,76,262302
"Tennessee","11 to 15",2021-01-01,1616,1087,232,448080
"Tennessee","6 to 10",2021-01-01,1028,1032,311,417304
"Tennessee","<1",2019-01-01,877,189,40,80041
"Tennessee","1 to 5",2019-01-01,1444,1337,580,411431
"Tennessee","6 to 10",2019-01-01,1120,853,270,414973
"Tennessee","11 to 15",2019-01-01,1736,1026,206,433427
"Tennessee","16 to 20",2019-01-01,1542,1644,70,254901
"Tennessee","6 to 10",2017-01-01,1068,806,350,419190
"Tennessee","16 to 20",2017-01-01,1661,1635,72,258670
"Tennessee","11 to 15",2017-01-01,1755,883,225,424359
"Tennessee","1 to 5",2017-01-01,1428,1144,564,409557
"Tennessee","<1",2017-01-01,767,189,49,79781
"Tennessee","<1",2016-01-01,699,188,43,80909
"Tennessee","1 to 5",2016-01-01,1250,1466,575,406043
"Tennessee","6 to 10",2016-01-01,985,997,326,420367
"Tennessee","11 to 15",2016-01-01,1788,1077,216,422747
"Tennessee","16 to 20",2016-01-01,1701,1830,64,256474
"Tennessee","<1",2014-01-01,684,235,51,79967
"Tennessee","1 to 5",2014-01-01,1136,1550,558,402645
"Tennessee","6 to 10",2014-01-01,879,1001,308,420599
"Tennessee","11 to 15",2014-01-01,1412,1029,186,424406
"Tennessee","16 to 20",2014-01-01,1241,1872,58,249808
"Tennessee","<1",2012-01-01,779,242,33,79869
"Tennessee","1 to 5",2012-01-01,1568,1535,391,407047
"Tennessee","6 to 10",2012-01-01,1111,934,180,413968
"Tennessee","11 to 15",2012-01-01,1693,1188,158,422911
"Tennessee","16 to 20",2012-01-01,1458,2080,51,253330
"Tennessee","<1",2011-01-01,823,250,33,78200
"Tennessee","1 to 5",2011-01-01,1609,1329,355,408544
"Tennessee","11 to 15",2011-01-01,1640,946,132,420661
"Tennessee","16 to 20",2011-01-01,1493,1982,69,256248
"Tennessee","6 to 10",2011-01-01,1008,854,183,413414
"Tennessee","<1",2020-01-01,795,200,35,78517
"Tennessee","16 to 20",2020-01-01,1366,1936,77,264334
"Tennessee","11 to 15",2020-01-01,1495,1178,217,448383
"Tennessee","6 to 10",2020-01-01,967,1042,326,415057
"Tennessee","1 to 5",2020-01-01,1237,1447,531,407121
"Tennessee","<1",2015-01-01,723,192,35,81339
"Tennessee","1 to 5",2015-01-01,1348,1431,518,403004
"Tennessee","6 to 10",2015-01-01,988,1004,306,420784
"Tennessee","11 to 15",2015-01-01,1532,1039,186,424045
"Tennessee","16 to 20",2015-01-01,1287,1877,68,252147
"Tennessee","<1",2010-01-01,746,291,20,78941
"Tennessee","1 to 5",2010-01-01,1377,1471,386,410064
"Tennessee","6 to 10",2010-01-01,934,833,210,415512
"Tennessee","11 to 15",2010-01-01,1689,1093,168,417939
"Tennessee","16 to 20",2010-01-01,1525,2294,73,260496
"Tennessee","16 to 20",2009-01-01,1735,2549,76,263840
"Tennessee","11 to 15",2009-01-01,1592,1136,166,416589
"Tennessee","6 to 10",2009-01-01,779,873,274,414447
"Tennessee","1 to 5",2009-01-01,1167,1359,457,409378
"Tennessee","<1",2009-01-01,679,297,28,80116
"Tennessee","11 to 15",2018-01-01,1838,1015,264,428857
"Tennessee","6 to 10",2018-01-01,1100,862,312,418026
"Tennessee","1 to 5",2018-01-01,1474,1298,550,410289
"Tennessee","<1",2018-01-01,848,207,50,81039
"Tennessee","16 to 20",2018-01-01,1628,1829,72,257587
"Tennessee","<1",2013-01-01,899,309,57,79765
"Tennessee","1 to 5",2013-01-01,1564,1683,555,405155
"Tennessee","6 to 10",2013-01-01,1174,1095,297,416929
"Tennessee","11 to 15",2013-01-01,1705,1152,181,424029
"Tennessee","16 to 20",2013-01-01,1396,1972,69,250033
"Tennessee","<1",2008-01-01,658,269,37,84037
"Tennessee","1 to 5",2008-01-01,1168,1416,435,405295
"Tennessee","6 to 10",2008-01-01,789,919,263,411053
"Tennessee","11 to 15",2008-01-01,1809,1224,203,417761
"Tennessee","16 to 20",2008-01-01,1720,2625,108,265509
"Tennessee","16 to 20",2007-01-01,1737,2677,108,262393
"Tennessee","11 to 15",2007-01-01,1865,1473,305,418806
"Tennessee","6 to 10",2007-01-01,886,1047,320,404596
"Tennessee","1 to 5",2007-01-01,1204,1474,454,399788
"Tennessee","<1",2007-01-01,719,298,27,83047
"Tennessee","<1",2006-01-01,738,281,26,80595
"Tennessee","1 to 5",2006-01-01,1271,1445,382,398328
"Tennessee","6 to 10",2006-01-01,795,945,258,397878
"Tennessee","11 to 15",2006-01-01,2097,1456,236,420465
"Tennessee","16 to 20",2006-01-01,1711,2714,92,255247
"Tennessee","16 to 20",2005-01-01,1817,2522,86,246432
"Tennessee","11 to 15",2005-01-01,2161,1335,288,419367
"Tennessee","6 to 10",2005-01-01,909,893,290,392643
"Tennessee","1 to 5",2005-01-01,1387,1378,431,393699
"Tennessee","<1",2005-01-01,782,293,19,77898
"Tennessee","<1",2004-01-01,743,270,15,77819
"Tennessee","1 to 5",2004-01-01,1370,1080,312,388252
"Tennessee","6 to 10",2004-01-01,961,817,262,388906
"Tennessee","11 to 15",2004-01-01,2050,1023,230,417859
"Tennessee","16 to 20",2004-01-01,1591,1687,72,240598
"Tennessee","16 to 20",2003-01-01,1494,1613,61,238645
"Tennessee","11 to 15",2003-01-01,2047,918,239,414198
"Tennessee","6 to 10",2003-01-01,955,739,329,390016
"Tennessee","1 to 5",2003-01-01,1224,867,313,384686
"Tennessee","<1",2003-01-01,585,151,12,76749
"Tennessee","<1",2002-01-01,567,194,17,76362
"Tennessee","1 to 5",2002-01-01,976,949,313,379764
"Tennessee","6 to 10",2002-01-01,725,793,330,392813
"Tennessee","11 to 15",2002-01-01,2059,1201,228,407124
"Tennessee","16 to 20",2002-01-01,1720,2306,34,236090
"Tennessee","<1",2000-01-01,424,100,2,75874
"Tennessee","1 to 5",2000-01-01,763,583,152,375498
"Tennessee","6 to 10",2000-01-01,684,534,177,400132
"Tennessee","11 to 15",2000-01-01,2001,925,86,392659
"Tennessee","16 to 20",2000-01-01,1608,2211,14,235249
"Tennessee","16 to 20",2001-01-01,1688,2316,30,234564
"Tennessee","11 to 15",2001-01-01,1963,1117,137,399805
"Tennessee","6 to 10",2001-01-01,692,669,243,396755
"Tennessee","1 to 5",2001-01-01,838,826,228,375839
"Tennessee","<1",2001-01-01,486,161,8,78463
"Texas","<1",2000-01-01,2035,436,70,337037
"Texas","1 to 5",2000-01-01,3213,2888,1079,1615946
"Texas","6 to 10",2000-01-01,2233,1867,613,1666091
"Texas","11 to 15",2000-01-01,1996,1370,258,1632521
"Texas","16 to 20",2000-01-01,391,1428,25,986747
"Texas","16 to 20",2001-01-01,475,1534,23,995702
"Texas","11 to 15",2001-01-01,2163,1423,266,1663052
"Texas","6 to 10",2001-01-01,2284,1986,675,1659957
"Texas","1 to 5",2001-01-01,3548,3438,1268,1632827
"Texas","<1",2001-01-01,2206,477,93,360971
"Texas","<1",2002-01-01,2451,494,76,361300
"Texas","1 to 5",2002-01-01,3933,3701,1322,1673183
"Texas","6 to 10",2002-01-01,2453,1893,606,1659572
"Texas","11 to 15",2002-01-01,2314,1387,257,1691161
"Texas","16 to 20",2002-01-01,615,1633,38,1006591
"Texas","16 to 20",2003-01-01,404,1553,29,1021010
"Texas","11 to 15",2003-01-01,2044,1564,319,1720084
"Texas","6 to 10",2003-01-01,2406,2254,646,1655567
"Texas","1 to 5",2003-01-01,4149,4342,1438,1711926
"Texas","<1",2003-01-01,2510,532,72,366137
"Texas","<1",2004-01-01,2852,616,94,369247
"Texas","1 to 5",2004-01-01,4923,4621,1557,1752690
"Texas","6 to 10",2004-01-01,2881,2302,571,1656240
"Texas","11 to 15",2004-01-01,2483,1635,293,1744091
"Texas","16 to 20",2004-01-01,473,1668,41,1027500
"Texas","16 to 20",2005-01-01,585,1854,48,1040048
"Texas","11 to 15",2005-01-01,2801,1759,376,1764052
"Texas","6 to 10",2005-01-01,3640,2539,747,1663589
"Texas","1 to 5",2005-01-01,6244,5300,1893,1796845
"Texas","<1",2005-01-01,3661,708,117,371038
"Texas","<1",2006-01-01,3577,722,111,378859
"Texas","1 to 5",2006-01-01,6302,6352,1952,1851517
"Texas","6 to 10",2006-01-01,3786,3434,885,1705425
"Texas","11 to 15",2006-01-01,2719,2082,397,1788292
"Texas","16 to 20",2006-01-01,543,2105,64,1074477
"Texas","16 to 20",2007-01-01,435,2102,60,1097308
"Texas","11 to 15",2007-01-01,2254,2152,406,1806971
"Texas","6 to 10",2007-01-01,3331,3883,1072,1759527
"Texas","1 to 5",2007-01-01,5746,7048,2373,1875493
"Texas","<1",2007-01-01,3454,662,111,385276
"Texas","<1",2008-01-01,3100,591,93,389296
"Texas","1 to 5",2008-01-01,5198,6996,2659,1904817
"Texas","6 to 10",2008-01-01,2938,3732,1164,1814722
"Texas","11 to 15",2008-01-01,2020,2151,524,1822919
"Texas","16 to 20",2008-01-01,490,2215,84,1119684
"Texas","<1",2013-01-01,3352,455,79,383162
"Texas","1 to 5",2013-01-01,6433,7519,3091,1958000
"Texas","6 to 10",2013-01-01,3888,4278,1423,1993579
"Texas","11 to 15",2013-01-01,2623,2436,662,1958789
"Texas","16 to 20",2013-01-01,624,1970,188,1135586
"Texas","<1",2018-01-01,4334,612,74,380635
"Texas","1 to 5",2018-01-01,7480,8784,3358,2034240
"Texas","6 to 10",2018-01-01,4572,4885,1423,2063695
"Texas","11 to 15",2018-01-01,3297,3036,721,2082496
"Texas","16 to 20",2018-01-01,813,2074,172,1226732
"Texas","16 to 20",2009-01-01,502,2080,103,1127963
"Texas","11 to 15",2009-01-01,1975,1785,595,1847373
"Texas","6 to 10",2009-01-01,2662,3434,1380,1876751
"Texas","1 to 5",2009-01-01,4833,6413,2802,1930899
"Texas","<1",2009-01-01,2797,448,96,385537
"Texas","<1",2010-01-01,3373,457,79,379377
"Texas","1 to 5",2010-01-01,6426,6002,2565,1939189
"Texas","6 to 10",2010-01-01,3392,3206,1297,1932680
"Texas","11 to 15",2010-01-01,2283,1936,656,1871241
"Texas","16 to 20",2010-01-01,631,2101,112,1134776
"Texas","<1",2015-01-01,3491,488,102,401285
"Texas","1 to 5",2015-01-01,6182,7640,3064,1991564
"Texas","6 to 10",2015-01-01,4061,4641,1462,2042017
"Texas","11 to 15",2015-01-01,2837,2713,656,2020781
"Texas","16 to 20",2015-01-01,748,2011,173,1166875
"Texas","<1",2020-01-01,3698,430,68,364598
"Texas","1 to 5",2020-01-01,5801,7958,3047,1969258
"Texas","6 to 10",2020-01-01,3394,4237,1272,2053617
"Texas","11 to 15",2020-01-01,2823,2819,690,2168308
"Texas","16 to 20",2020-01-01,718,2097,172,1272614
"Texas","<1",2011-01-01,3446,485,80,380125
"Texas","1 to 5",2011-01-01,6702,7222,2604,1949056
"Texas","11 to 15",2011-01-01,2523,2210,617,1902290
"Texas","16 to 20",2011-01-01,560,2013,168,1128906
"Texas","6 to 10",2011-01-01,3672,3787,1249,1947325
"Texas","<1",2012-01-01,3318,484,83,376889
"Texas","1 to 5",2012-01-01,6478,7821,2909,1958822
"Texas","6 to 10",2012-01-01,3669,4195,1289,1966145
"Texas","11 to 15",2012-01-01,2581,2453,613,1934569
"Texas","16 to 20",2012-01-01,573,1938,145,1130881
"Texas","<1",2014-01-01,3447,441,81,393548
"Texas","1 to 5",2014-01-01,6466,7240,2915,1965537
"Texas","6 to 10",2014-01-01,4058,4355,1399,2022136
"Texas","11 to 15",2014-01-01,2718,2418,671,1990211
"Texas","16 to 20",2014-01-01,668,1954,155,1148208
"Texas","<1",2016-01-01,4033,570,102,401754
"Texas","1 to 5",2016-01-01,7023,7783,3179,2013449
"Texas","6 to 10",2016-01-01,4430,4872,1544,2057572
"Texas","11 to 15",2016-01-01,2935,2834,715,2038743
"Texas","16 to 20",2016-01-01,772,2158,183,1193899
"Texas","<1",2017-01-01,4191,556,63,388582
"Texas","1 to 5",2017-01-01,7136,8015,3039,2029659
"Texas","11 to 15",2017-01-01,3202,2822,706,2056397
"Texas","16 to 20",2017-01-01,818,2107,166,1216397
"Texas","6 to 10",2017-01-01,4493,4667,1387,2066570
"Texas","<1",2019-01-01,3937,582,77,376619
"Texas","1 to 5",2019-01-01,6626,9066,3555,2031080
"Texas","6 to 10",2019-01-01,3954,4850,1522,2065940
"Texas","11 to 15",2019-01-01,3102,3084,769,2107600
"Texas","16 to 20",2019-01-01,836,2076,182,1231106
"Texas","11 to 15",2021-01-01,2471,2747,601,2177399
"Texas","16 to 20",2021-01-01,623,2080,167,1273677
"Texas","<1",2021-01-01,3777,408,41,362201
"Texas","1 to 5",2021-01-01,5110,7533,2701,1941331
"Texas","6 to 10",2021-01-01,3146,4096,1137,2063167
"Utah","16 to 20",2021-01-01,90,273,23,164044
"Utah","11 to 15",2021-01-01,346,310,82,280689
"Utah","6 to 10",2021-01-01,329,417,130,259189
"Utah","1 to 5",2021-01-01,431,650,293,241240
"Utah","<1",2021-01-01,326,94,32,45540
"Utah","<1",2019-01-01,354,130,54,47397
"Utah","1 to 5",2019-01-01,639,751,281,249542
"Utah","6 to 10",2019-01-01,433,467,167,260988
"Utah","11 to 15",2019-01-01,434,399,112,268389
"Utah","16 to 20",2019-01-01,160,333,25,153094
"Utah","6 to 10",2017-01-01,483,446,158,264201
"Utah","16 to 20",2017-01-01,196,445,25,147715
"Utah","11 to 15",2017-01-01,475,333,68,259502
"Utah","1 to 5",2017-01-01,711,750,352,254584
"Utah","<1",2017-01-01,419,132,62,49336
"Utah","<1",2016-01-01,389,153,72,50677
"Utah","1 to 5",2016-01-01,724,697,309,254130
"Utah","6 to 10",2016-01-01,508,461,145,263658
"Utah","11 to 15",2016-01-01,512,372,77,254584
"Utah","16 to 20",2016-01-01,232,472,29,143876
"Utah","<1",2014-01-01,335,129,61,50737
"Utah","1 to 5",2014-01-01,662,614,281,255136
"Utah","6 to 10",2014-01-01,500,434,169,260591
"Utah","11 to 15",2014-01-01,572,400,76,245459
"Utah","16 to 20",2014-01-01,324,494,18,135459
"Utah","<1",2012-01-01,285,128,51,50297
"Utah","1 to 5",2012-01-01,696,686,300,260882
"Utah","6 to 10",2012-01-01,424,384,133,253738
"Utah","11 to 15",2012-01-01,524,353,60,235660
"Utah","16 to 20",2012-01-01,283,522,18,130952
"Utah","<1",2011-01-01,244,123,66,51695
"Utah","1 to 5",2011-01-01,620,741,321,262561
"Utah","11 to 15",2011-01-01,535,367,50,230163
"Utah","16 to 20",2011-01-01,264,525,14,129854
"Utah","6 to 10",2011-01-01,370,397,126,250452
"Utah","1 to 5",2020-01-01,519,631,251,243599
"Utah","6 to 10",2020-01-01,337,346,106,259715
"Utah","11 to 15",2020-01-01,346,329,79,279015
"Utah","16 to 20",2020-01-01,128,309,24,162782
"Utah","<1",2020-01-01,295,102,58,47053
"Utah","<1",2015-01-01,348,144,59,50852
"Utah","1 to 5",2015-01-01,693,772,332,253612
"Utah","6 to 10",2015-01-01,470,580,193,261765
"Utah","11 to 15",2015-01-01,500,408,78,250410
"Utah","16 to 20",2015-01-01,259,500,33,139112
"Utah","<1",2010-01-01,315,122,55,53062
"Utah","1 to 5",2010-01-01,711,705,326,262915
"Utah","6 to 10",2010-01-01,402,357,134,247327
"Utah","11 to 15",2010-01-01,542,338,43,224358
"Utah","16 to 20",2010-01-01,256,520,16,131457
"Utah","16 to 20",2009-01-01,305,497,10,131918
"Utah","11 to 15",2009-01-01,523,334,39,217561
"Utah","6 to 10",2009-01-01,365,379,121,240830
"Utah","1 to 5",2009-01-01,597,642,293,260001
"Utah","<1",2009-01-01,270,111,39,53267
"Utah","16 to 20",2018-01-01,158,444,38,150533
"Utah","11 to 15",2018-01-01,429,384,109,265082
"Utah","6 to 10",2018-01-01,414,453,178,262128
"Utah","1 to 5",2018-01-01,604,837,412,254135
"Utah","<1",2018-01-01,374,144,81,47409
"Utah","<1",2013-01-01,306,117,60,51704
"Utah","1 to 5",2013-01-01,607,657,289,257480
"Utah","6 to 10",2013-01-01,418,430,145,258105
"Utah","11 to 15",2013-01-01,581,384,74,240337
"Utah","16 to 20",2013-01-01,265,577,18,133642
"Utah","<1",2008-01-01,275,124,53,51787
"Utah","1 to 5",2008-01-01,568,675,305,255508
"Utah","6 to 10",2008-01-01,393,366,130,232025
"Utah","11 to 15",2008-01-01,553,369,40,212338
"Utah","16 to 20",2008-01-01,259,488,8,131541
"Utah","16 to 20",2007-01-01,260,483,11,129749
"Utah","11 to 15",2007-01-01,528,311,41,207469
"Utah","6 to 10",2007-01-01,374,290,96,223019
"Utah","1 to 5",2007-01-01,635,565,259,247142
"Utah","<1",2007-01-01,314,119,47,52572
"Utah","<1",2006-01-01,273,136,49,50577
"Utah","1 to 5",2006-01-01,669,628,283,238866
"Utah","6 to 10",2006-01-01,387,371,110,213515
"Utah","11 to 15",2006-01-01,536,357,45,203056
"Utah","16 to 20",2006-01-01,308,460,15,127097
"Utah","16 to 20",2005-01-01,296,456,4,124562
"Utah","11 to 15",2005-01-01,623,392,36,199999
"Utah","6 to 10",2005-01-01,399,346,96,206134
"Utah","1 to 5",2005-01-01,625,618,176,231701
"Utah","<1",2005-01-01,272,172,34,48468
"Utah","<1",2004-01-01,270,151,27,48684
"Utah","1 to 5",2004-01-01,576,572,166,224785
"Utah","6 to 10",2004-01-01,339,310,72,199260
"Utah","11 to 15",2004-01-01,571,403,33,198519
"Utah","16 to 20",2004-01-01,198,354,2,123424
"Utah","16 to 20",2003-01-01,248,404,5,125301
"Utah","11 to 15",2003-01-01,611,405,25,197324
"Utah","6 to 10",2003-01-01,354,346,76,195772
"Utah","1 to 5",2003-01-01,513,521,166,218888
"Utah","<1",2003-01-01,202,143,39,47508
"Utah","<1",2002-01-01,278,168,35,46769
"Utah","1 to 5",2002-01-01,604,646,178,213783
"Utah","6 to 10",2002-01-01,445,450,96,193786
"Utah","11 to 15",2002-01-01,605,465,33,196527
"Utah","16 to 20",2002-01-01,245,386,4,126951
"Utah","<1",2000-01-01,276,181,32,45201
"Utah","1 to 5",2000-01-01,703,684,147,204071
"Utah","6 to 10",2000-01-01,498,487,90,192999
"Utah","11 to 15",2000-01-01,494,476,30,194935
"Utah","16 to 20",2000-01-01,176,434,4,131173
"Utah","16 to 20",2001-01-01,195,368,4,128745
"Utah","11 to 15",2001-01-01,596,438,33,195414
"Utah","6 to 10",2001-01-01,449,449,95,193240
"Utah","1 to 5",2001-01-01,532,603,185,208379
"Utah","<1",2001-01-01,232,149,32,46153
"Vermont","<1",2000-01-01,57,17,1,6423
"Vermont","1 to 5",2000-01-01,126,102,58,35254
"Vermont","6 to 10",2000-01-01,111,94,35,42333
"Vermont","11 to 15",2000-01-01,353,193,22,45569
"Vermont","16 to 20",2000-01-01,88,298,1,27045
