"Location","Age group","TimeFrame","EnteringNumber","ExitingNumber","AdoptionNumber","ChildPopulation"
"Indiana","6 to 10",2016-01-01,3102,2633,468,439493
"Indiana","11 to 15",2016-01-01,2229,1681,208,447271
"Indiana","16 to 20",2016-01-01,738,998,44,271460
"Indiana","<1",2012-01-01,1198,282,24,82660
"Indiana","1 to 5",2012-01-01,2751,2844,920,429982
"Indiana","6 to 10",2012-01-01,1697,1806,475,442012
"Indiana","11 to 15",2012-01-01,1574,1344,247,453377
"Indiana","16 to 20",2012-01-01,687,891,47,271699
"Indiana","<1",2014-01-01,1478,251,8,82953
"Indiana","1 to 5",2014-01-01,3255,2679,469,422801
"Indiana","6 to 10",2014-01-01,2192,1770,245,444688
"Indiana","11 to 15",2014-01-01,1605,1193,110,451650
"Indiana","16 to 20",2014-01-01,576,904,18,268047
"Indiana","<1",2011-01-01,1172,362,20,83024
"Indiana","1 to 5",2011-01-01,2656,3346,827,434357
"Indiana","11 to 15",2011-01-01,1500,1531,232,452940
"Indiana","16 to 20",2011-01-01,534,1303,49,274372
"Indiana","6 to 10",2011-01-01,1660,2058,428,444350
"Indiana","<1",2020-01-01,1611,362,13,79277
"Indiana","16 to 20",2020-01-01,492,919,89,275616
"Indiana","11 to 15",2020-01-01,1595,1782,341,463866
"Indiana","6 to 10",2020-01-01,1859,2524,660,433738
"Indiana","1 to 5",2020-01-01,2869,3620,1046,417902
"Indiana","<1",2015-01-01,1880,350,9,83563
"Indiana","1 to 5",2015-01-01,4057,3072,565,421861
"Indiana","6 to 10",2015-01-01,2716,2185,377,441432
"Indiana","11 to 15",2015-01-01,1942,1434,169,450547
"Indiana","16 to 20",2015-01-01,580,857,32,268079
"Indiana","<1",2010-01-01,1439,413,15,84025
"Indiana","1 to 5",2010-01-01,3154,3331,812,437104
"Indiana","6 to 10",2010-01-01,1993,2122,389,448077
"Indiana","11 to 15",2010-01-01,1867,1573,194,451382
"Indiana","16 to 20",2010-01-01,717,1444,48,281013
"Indiana","16 to 20",2009-01-01,757,1003,47,284758
"Indiana","11 to 15",2009-01-01,1918,1631,221,451640
"Indiana","6 to 10",2009-01-01,2018,2035,426,447191
"Indiana","1 to 5",2009-01-01,3303,3348,777,438292
"Indiana","<1",2009-01-01,1468,431,17,85566
"Indiana","11 to 15",2018-01-01,1850,2302,303,449137
"Indiana","6 to 10",2018-01-01,2429,3252,585,435158
"Indiana","1 to 5",2018-01-01,3627,4812,1061,424368
"Indiana","<1",2018-01-01,2020,560,15,82128
"Indiana","16 to 20",2018-01-01,515,1196,52,271281
"Indiana","<1",2013-01-01,1238,244,10,82848
"Indiana","1 to 5",2013-01-01,2777,2554,529,426205
"Indiana","6 to 10",2013-01-01,1797,1612,253,444193
"Indiana","11 to 15",2013-01-01,1463,1118,147,452618
"Indiana","16 to 20",2013-01-01,618,921,22,269132
"Indiana","<1",2008-01-01,1469,392,14,87494
"Indiana","1 to 5",2008-01-01,3083,2829,759,436533
"Indiana","6 to 10",2008-01-01,1944,1758,428,445437
"Indiana","11 to 15",2008-01-01,2069,1624,251,453302
"Indiana","16 to 20",2008-01-01,810,1277,58,287617
"Indiana","16 to 20",2007-01-01,658,1248,39,285037
"Indiana","11 to 15",2007-01-01,1800,1535,210,455910
"Indiana","6 to 10",2007-01-01,1564,1686,379,442026
"Indiana","1 to 5",2007-01-01,2409,2542,657,432700
"Indiana","<1",2007-01-01,1279,412,11,88218
"Indiana","<1",2006-01-01,1161,357,17,87074
"Indiana","1 to 5",2006-01-01,2207,2314,618,432753
"Indiana","6 to 10",2006-01-01,1596,1521,337,438144
"Indiana","11 to 15",2006-01-01,1762,1398,180,457471
"Indiana","16 to 20",2006-01-01,628,1116,31,279912
"Indiana","16 to 20",2005-01-01,590,1037,24,272151
"Indiana","11 to 15",2005-01-01,1881,1312,150,460961
"Indiana","6 to 10",2005-01-01,1556,1405,290,434455
"Indiana","1 to 5",2005-01-01,2313,2100,532,431957
"Indiana","<1",2005-01-01,1199,308,14,85050
"Indiana","<1",2004-01-01,1050,288,16,86516
"Indiana","1 to 5",2004-01-01,2169,1809,479,428269
"Indiana","6 to 10",2004-01-01,1501,1208,277,433856
"Indiana","11 to 15",2004-01-01,1785,1240,186,459282
"Indiana","16 to 20",2004-01-01,517,922,48,269381
"Indiana","<1",2002-01-01,859,217,6,84208
"Indiana","1 to 5",2002-01-01,1693,1404,370,425781
"Indiana","6 to 10",2002-01-01,1274,1058,306,439970
"Indiana","11 to 15",2002-01-01,1407,1102,201,451894
"Indiana","16 to 20",2002-01-01,442,796,40,267487
"Indiana","16 to 20",2003-01-01,468,845,34,269172
"Indiana","11 to 15",2003-01-01,1514,1150,190,456691
"Indiana","6 to 10",2003-01-01,1369,1107,235,436229
"Indiana","1 to 5",2003-01-01,1817,1521,306,427395
"Indiana","<1",2003-01-01,914,223,6,84459
"Indiana","16 to 20",2001-01-01,455,782,29,267564
"Indiana","11 to 15",2001-01-01,1487,1197,175,447656
"Indiana","6 to 10",2001-01-01,1149,1110,318,443268
"Indiana","1 to 5",2001-01-01,1502,1442,368,424159
"Indiana","<1",2001-01-01,796,217,11,87279
"Indiana","<1",2000-01-01,745,266,8,85337
"Indiana","1 to 5",2000-01-01,1458,1428,449,423241
"Indiana","6 to 10",2000-01-01,1371,1327,442,448142
"Indiana","11 to 15",2000-01-01,1597,1302,218,441712
"Indiana","16 to 20",2000-01-01,402,870,43,268847
"Iowa","<1",2000-01-01,360,154,16,37668
"Iowa","1 to 5",2000-01-01,856,856,326,189171
"Iowa","6 to 10",2000-01-01,753,741,250,205810
"Iowa","11 to 15",2000-01-01,2289,1769,127,212357
"Iowa","16 to 20",2000-01-01,1359,1892,10,134945
"Iowa","16 to 20",2001-01-01,1284,1955,24,133450
"Iowa","11 to 15",2001-01-01,2326,1976,124,212027
"Iowa","6 to 10",2001-01-01,837,786,210,202323
"Iowa","1 to 5",2001-01-01,992,833,288,188293
"Iowa","<1",2001-01-01,389,161,15,37930
"Iowa","<1",2002-01-01,462,187,20,37248
"Iowa","1 to 5",2002-01-01,1063,1075,433,188135
"Iowa","6 to 10",2002-01-01,789,727,252,198701
"Iowa","11 to 15",2002-01-01,2272,1797,166,212026
"Iowa","16 to 20",2002-01-01,1232,1860,15,132118
"Iowa","16 to 20",2003-01-01,1110,1628,29,130705
"Iowa","11 to 15",2003-01-01,2178,1795,187,212144
"Iowa","6 to 10",2003-01-01,812,824,297,195995
"Iowa","1 to 5",2003-01-01,1175,1279,591,188460
"Iowa","<1",2003-01-01,458,195,26,38153
"Iowa","<1",2004-01-01,519,225,29,38065
"Iowa","1 to 5",2004-01-01,1228,1241,544,189702
"Iowa","6 to 10",2004-01-01,831,782,301,194342
"Iowa","11 to 15",2004-01-01,2169,1606,165,212409
"Iowa","16 to 20",2004-01-01,1215,1630,22,128707
"Iowa","16 to 20",2005-01-01,1095,1407,15,128256
"Iowa","11 to 15",2005-01-01,2148,1296,123,210804
"Iowa","6 to 10",2005-01-01,1105,678,267,193693
"Iowa","1 to 5",2005-01-01,1774,1170,513,190848
"Iowa","<1",2005-01-01,657,174,29,38292
"Iowa","<1",2006-01-01,671,91,15,40159
"Iowa","1 to 5",2006-01-01,1482,1423,537,192546
"Iowa","6 to 10",2006-01-01,920,962,295,194182
"Iowa","11 to 15",2006-01-01,1619,1126,118,207972
"Iowa","16 to 20",2006-01-01,899,1677,19,130317
"Iowa","16 to 20",2007-01-01,858,1599,23,131703
"Iowa","11 to 15",2007-01-01,1485,1026,124,204782
"Iowa","6 to 10",2007-01-01,813,1019,310,195442
"Iowa","1 to 5",2007-01-01,1323,1608,581,195020
"Iowa","<1",2007-01-01,670,127,22,41057
"Iowa","<1",2008-01-01,574,131,35,40863
"Iowa","1 to 5",2008-01-01,1094,1550,601,198748
"Iowa","6 to 10",2008-01-01,564,888,284,197515
"Iowa","11 to 15",2008-01-01,1387,1166,106,202528
"Iowa","16 to 20",2008-01-01,922,1797,15,131595
"Iowa","<1",2013-01-01,582,104,26,38690
"Iowa","1 to 5",2013-01-01,1349,1321,520,199029
"Iowa","6 to 10",2013-01-01,799,864,266,204736
"Iowa","11 to 15",2013-01-01,1162,748,93,202888
"Iowa","16 to 20",2013-01-01,607,1192,12,123844
"Iowa","<1",2018-01-01,725,95,22,38109
"Iowa","1 to 5",2018-01-01,1322,1385,598,199638
"Iowa","6 to 10",2018-01-01,973,921,278,202992
"Iowa","11 to 15",2018-01-01,878,715,151,207458
"Iowa","16 to 20",2018-01-01,283,501,25,124419
"Iowa","16 to 20",2009-01-01,832,1582,15,130064
"Iowa","11 to 15",2009-01-01,1413,913,101,200807
"Iowa","6 to 10",2009-01-01,699,766,284,199928
"Iowa","1 to 5",2009-01-01,1205,1325,534,201480
"Iowa","<1",2009-01-01,579,101,33,39835
"Iowa","<1",2010-01-01,602,114,31,39292
"Iowa","1 to 5",2010-01-01,1316,1335,460,203205
"Iowa","6 to 10",2010-01-01,748,703,196,201361
"Iowa","11 to 15",2010-01-01,1279,841,95,200761
"Iowa","16 to 20",2010-01-01,780,1510,19,127919
"Iowa","<1",2015-01-01,570,88,23,39500
"Iowa","1 to 5",2015-01-01,1143,1240,575,197839
"Iowa","6 to 10",2015-01-01,780,833,291,207089
"Iowa","11 to 15",2015-01-01,959,686,110,203883
"Iowa","16 to 20",2015-01-01,559,1046,18,124337
"Iowa","<1",2020-01-01,442,87,33,36619
"Iowa","1 to 5",2020-01-01,833,1494,696,194603
"Iowa","6 to 10",2020-01-01,556,869,319,200450
"Iowa","11 to 15",2020-01-01,616,743,195,216235
"Iowa","16 to 20",2020-01-01,181,461,23,128589
"Iowa","<1",2011-01-01,524,92,20,37707
"Iowa","1 to 5",2011-01-01,1280,1330,528,203122
"Iowa","11 to 15",2011-01-01,1227,833,79,201858
"Iowa","16 to 20",2011-01-01,688,1323,9,125956
"Iowa","6 to 10",2011-01-01,704,787,228,201238
"Iowa","<1",2012-01-01,481,88,24,38267
"Iowa","1 to 5",2012-01-01,1264,1371,601,200627
"Iowa","6 to 10",2012-01-01,725,739,260,202243
"Iowa","11 to 15",2012-01-01,1196,787,129,202452
"Iowa","16 to 20",2012-01-01,657,1192,18,124475
"Iowa","<1",2014-01-01,473,98,32,39326
"Iowa","1 to 5",2014-01-01,1122,1275,479,197910
"Iowa","6 to 10",2014-01-01,747,849,239,206742
"Iowa","11 to 15",2014-01-01,1040,725,106,203172
"Iowa","16 to 20",2014-01-01,526,1107,22,124335
"Iowa","<1",2016-01-01,588,84,20,39258
"Iowa","1 to 5",2016-01-01,1266,1229,547,198136
"Iowa","6 to 10",2016-01-01,862,773,275,207404
"Iowa","11 to 15",2016-01-01,978,729,124,203577
"Iowa","16 to 20",2016-01-01,495,1167,26,125387
"Iowa","6 to 10",2017-01-01,948,843,272,205423
"Iowa","16 to 20",2017-01-01,308,533,20,125483
"Iowa","11 to 15",2017-01-01,878,636,127,205150
"Iowa","1 to 5",2017-01-01,1348,1328,561,199692
"Iowa","<1",2017-01-01,646,96,26,38571
"Iowa","6 to 10",2021-01-01,612,809,287,199865
"Iowa","1 to 5",2021-01-01,903,1222,519,191758
"Iowa","<1",2021-01-01,543,95,19,35845
"Iowa","16 to 20",2021-01-01,219,420,31,128359
"Iowa","11 to 15",2021-01-01,627,723,151,215478
"Iowa","<1",2019-01-01,677,98,23,37278
"Iowa","1 to 5",2019-01-01,1164,1493,707,198873
"Iowa","6 to 10",2019-01-01,825,975,315,201026
"Iowa","11 to 15",2019-01-01,846,769,160,209022
"Iowa","16 to 20",2019-01-01,256,484,23,123822
"Kansas","<1",2021-01-01,478,58,2,34080
"Kansas","1 to 5",2021-01-01,888,943,357,181371
"Kansas","6 to 10",2021-01-01,672,796,259,193399
"Kansas","11 to 15",2021-01-01,814,688,183,205887
"Kansas","16 to 20",2021-01-01,320,714,39,121632
"Kansas","<1",2019-01-01,593,84,5,35629
"Kansas","1 to 5",2019-01-01,1205,1261,547,189251
"Kansas","6 to 10",2019-01-01,942,1011,399,197209
"Kansas","11 to 15",2019-01-01,1063,831,222,200297
"Kansas","16 to 20",2019-01-01,409,811,54,118264
"Kansas","<1",2017-01-01,580,80,3,36997
"Kansas","1 to 5",2017-01-01,1095,980,304,194580
"Kansas","11 to 15",2017-01-01,1024,732,117,198855
"Kansas","16 to 20",2017-01-01,383,779,21,119739
"Kansas","6 to 10",2017-01-01,915,814,229,201444
"Kansas","<1",2016-01-01,526,87,7,38642
"Kansas","1 to 5",2016-01-01,1103,1097,389,196480
"Kansas","6 to 10",2016-01-01,902,963,320,202779
"Kansas","11 to 15",2016-01-01,964,782,135,199194
"Kansas","16 to 20",2016-01-01,385,699,19,119383
"Kansas","<1",2012-01-01,499,86,12,39315
"Kansas","1 to 5",2012-01-01,1145,1120,406,205482
"Kansas","6 to 10",2012-01-01,755,725,209,202746
"Kansas","11 to 15",2012-01-01,927,677,109,200063
"Kansas","16 to 20",2012-01-01,398,863,28,118655
"Kansas","<1",2014-01-01,545,96,7,39120
"Kansas","1 to 5",2014-01-01,1153,1072,372,200775
"Kansas","6 to 10",2014-01-01,876,782,205,203979
"Kansas","11 to 15",2014-01-01,930,651,90,200281
"Kansas","16 to 20",2014-01-01,339,732,21,117538
"Kansas","<1",2011-01-01,452,77,5,39957
"Kansas","1 to 5",2011-01-01,1014,1051,390,205716
"Kansas","11 to 15",2011-01-01,913,706,113,198924
"Kansas","16 to 20",2011-01-01,388,923,24,119910
"Kansas","6 to 10",2011-01-01,672,710,249,202392
"Kansas","16 to 20",2020-01-01,304,765,42,122565
"Kansas","11 to 15",2020-01-01,762,754,179,206563
"Kansas","6 to 10",2020-01-01,664,892,295,195452
"Kansas","1 to 5",2020-01-01,863,1129,466,184790
"Kansas","<1",2020-01-01,439,67,3,34787
"Kansas","<1",2015-01-01,563,85,3,38839
"Kansas","1 to 5",2015-01-01,1161,1077,414,199272
"Kansas","6 to 10",2015-01-01,886,811,233,203304
"Kansas","11 to 15",2015-01-01,1013,678,114,200289
"Kansas","16 to 20",2015-01-01,361,723,19,118202
"Kansas","<1",2010-01-01,485,87,14,40618
"Kansas","1 to 5",2010-01-01,1033,919,375,205776
"Kansas","6 to 10",2010-01-01,682,634,194,202821
"Kansas","11 to 15",2010-01-01,933,609,89,197975
"Kansas","16 to 20",2010-01-01,433,924,21,121495
"Kansas","<1",2009-01-01,433,78,12,41149
"Kansas","16 to 20",2009-01-01,437,1070,20,122216
"Kansas","11 to 15",2009-01-01,922,678,117,196248
"Kansas","6 to 10",2009-01-01,603,686,222,200828
"Kansas","1 to 5",2009-01-01,768,1103,465,202348
"Kansas","16 to 20",2018-01-01,391,789,41,118988
"Kansas","11 to 15",2018-01-01,1030,810,182,200066
"Kansas","6 to 10",2018-01-01,999,891,288,199325
"Kansas","1 to 5",2018-01-01,1215,1113,421,191931
"Kansas","<1",2018-01-01,590,93,4,36269
"Kansas","<1",2013-01-01,564,91,7,39538
"Kansas","1 to 5",2013-01-01,1234,1054,355,202927
"Kansas","6 to 10",2013-01-01,886,758,195,203928
"Kansas","11 to 15",2013-01-01,907,691,99,199912
"Kansas","16 to 20",2013-01-01,372,810,18,117832
"Kansas","<1",2008-01-01,513,75,8,41248
"Kansas","1 to 5",2008-01-01,928,1049,358,198775
"Kansas","6 to 10",2008-01-01,618,729,203,197437
"Kansas","11 to 15",2008-01-01,980,786,131,195757
"Kansas","16 to 20",2008-01-01,470,1118,21,124014
"Kansas","16 to 20",2007-01-01,553,1040,23,124558
"Kansas","11 to 15",2007-01-01,1101,719,107,197821
"Kansas","6 to 10",2007-01-01,765,743,247,193594
"Kansas","1 to 5",2007-01-01,1089,996,404,195521
"Kansas","<1",2007-01-01,566,85,12,41071
"Kansas","<1",2006-01-01,429,56,7,39345
"Kansas","1 to 5",2006-01-01,850,675,264,193519
"Kansas","6 to 10",2006-01-01,648,445,154,191096
"Kansas","11 to 15",2006-01-01,1058,580,86,197617
"Kansas","16 to 20",2006-01-01,516,894,13,124532
"Kansas","16 to 20",2005-01-01,436,871,18,123528
"Kansas","11 to 15",2005-01-01,969,671,136,200424
"Kansas","6 to 10",2005-01-01,529,599,203,190189
"Kansas","1 to 5",2005-01-01,813,748,287,193436
"Kansas","<1",2005-01-01,371,49,4,38483
"Kansas","<1",2004-01-01,363,42,2,38836
"Kansas","1 to 5",2004-01-01,730,544,289,192370
"Kansas","6 to 10",2004-01-01,516,418,220,189595
"Kansas","11 to 15",2004-01-01,989,502,130,202476
"Kansas","16 to 20",2004-01-01,430,707,12,123784
"Kansas","<1",2002-01-01,274,24,3,38496
"Kansas","1 to 5",2002-01-01,610,319,214,189072
"Kansas","6 to 10",2002-01-01,494,275,148,193415
"Kansas","11 to 15",2002-01-01,979,423,86,204177
"Kansas","16 to 20",2002-01-01,405,667,24,125947
"Kansas","16 to 20",2003-01-01,382,699,15,125756
"Kansas","11 to 15",2003-01-01,932,565,112,203617
"Kansas","6 to 10",2003-01-01,446,383,130,190855
"Kansas","1 to 5",2003-01-01,619,600,285,191147
"Kansas","<1",2003-01-01,293,35,4,38927
"Kansas","16 to 20",2001-01-01,364,662,23,125830
"Kansas","11 to 15",2001-01-01,954,476,80,205398
"Kansas","6 to 10",2001-01-01,579,318,144,194905
"Kansas","1 to 5",2001-01-01,620,307,180,187953
"Kansas","<1",2001-01-01,310,34,1,38684
"Kansas","<1",2000-01-01,317,40,NA,38430
"Kansas","1 to 5",2000-01-01,687,327,187,188588
"Kansas","6 to 10",2000-01-01,644,293,153,198434
"Kansas","11 to 15",2000-01-01,1113,511,97,205255
"Kansas","16 to 20",2000-01-01,422,614,30,125467
"Kentucky","<1",2000-01-01,437,177,7,53633
"Kentucky","1 to 5",2000-01-01,1026,872,179,266524
"Kentucky","6 to 10",2000-01-01,866,745,132,281462
"Kentucky","11 to 15",2000-01-01,1293,802,66,278934
"Kentucky","16 to 20",2000-01-01,506,747,14,172403
"Kentucky","16 to 20",2001-01-01,614,969,19,170895
"Kentucky","11 to 15",2001-01-01,1340,990,110,281389
"Kentucky","6 to 10",2001-01-01,965,921,200,278685
"Kentucky","1 to 5",2001-01-01,1142,1099,215,265450
"Kentucky","<1",2001-01-01,528,230,4,54981
"Kentucky","<1",2002-01-01,568,226,6,53496
"Kentucky","1 to 5",2002-01-01,1386,1186,206,267474
"Kentucky","6 to 10",2002-01-01,985,894,196,276041
"Kentucky","11 to 15",2002-01-01,1565,1060,135,284280
"Kentucky","16 to 20",2002-01-01,744,1006,16,170354
"Kentucky","16 to 20",2003-01-01,752,1152,30,170490
"Kentucky","11 to 15",2003-01-01,1589,1108,154,287476
"Kentucky","6 to 10",2003-01-01,1043,966,171,274091
"Kentucky","1 to 5",2003-01-01,1410,1452,237,269468
"Kentucky","<1",2003-01-01,691,267,18,54104
"Kentucky","<1",2004-01-01,736,305,12,55011
"Kentucky","1 to 5",2004-01-01,1534,1455,312,270240
"Kentucky","6 to 10",2004-01-01,994,1037,267,271941
"Kentucky","11 to 15",2004-01-01,1566,1112,179,288848
"Kentucky","16 to 20",2004-01-01,731,1147,35,169269
"Kentucky","16 to 20",2005-01-01,786,1262,58,170907
"Kentucky","11 to 15",2005-01-01,1686,1166,179,289381
"Kentucky","6 to 10",2005-01-01,1132,1079,250,272839
"Kentucky","1 to 5",2005-01-01,1540,1613,380,272260
"Kentucky","<1",2005-01-01,806,340,9,55364
"Kentucky","<1",2006-01-01,911,410,14,56206
"Kentucky","1 to 5",2006-01-01,1579,1664,343,273794
"Kentucky","6 to 10",2006-01-01,1122,1064,199,274516
"Kentucky","11 to 15",2006-01-01,1793,1159,159,288686
"Kentucky","16 to 20",2006-01-01,910,1363,44,174931
"Kentucky","16 to 20",2007-01-01,912,1384,25,178332
"Kentucky","11 to 15",2007-01-01,1602,1085,105,286003
"Kentucky","6 to 10",2007-01-01,993,1037,204,277702
"Kentucky","1 to 5",2007-01-01,1412,1506,345,274652
"Kentucky","<1",2007-01-01,876,366,10,58021
"Kentucky","<1",2008-01-01,827,366,12,58101
"Kentucky","1 to 5",2008-01-01,1443,1571,385,279024
"Kentucky","6 to 10",2008-01-01,949,957,200,280938
"Kentucky","11 to 15",2008-01-01,1585,1061,133,284316
"Kentucky","16 to 20",2008-01-01,959,1625,42,180605
"Kentucky","<1",2013-01-01,806,309,2,55805
"Kentucky","1 to 5",2013-01-01,1576,1530,379,278055
"Kentucky","6 to 10",2013-01-01,1114,1038,217,284333
"Kentucky","11 to 15",2013-01-01,1306,866,146,285972
"Kentucky","16 to 20",2013-01-01,738,1268,53,170316
"Kentucky","<1",2018-01-01,1122,412,5,54286
"Kentucky","1 to 5",2018-01-01,2037,1822,530,276896
"Kentucky","6 to 10",2018-01-01,1566,1258,330,277922
"Kentucky","11 to 15",2018-01-01,1854,1198,200,285075
"Kentucky","16 to 20",2018-01-01,913,1303,59,172093
"Kentucky","<1",2009-01-01,755,312,7,56089
"Kentucky","6 to 10",2009-01-01,927,935,222,282931
"Kentucky","1 to 5",2009-01-01,1408,1570,408,282055
"Kentucky","16 to 20",2009-01-01,922,1618,45,178414
"Kentucky","11 to 15",2009-01-01,1375,999,160,282622
"Kentucky","<1",2010-01-01,716,282,7,55060
"Kentucky","1 to 5",2010-01-01,1537,1436,319,283911
"Kentucky","6 to 10",2010-01-01,975,937,230,284282
"Kentucky","11 to 15",2010-01-01,1379,963,142,283651
"Kentucky","16 to 20",2010-01-01,893,1514,56,176863
"Kentucky","<1",2015-01-01,813,343,5,55610
"Kentucky","1 to 5",2015-01-01,1441,1410,435,275438
"Kentucky","6 to 10",2015-01-01,1032,1041,304,282746
"Kentucky","11 to 15",2015-01-01,1377,988,162,284421
"Kentucky","16 to 20",2015-01-01,720,1226,55,171131
"Kentucky","1 to 5",2020-01-01,1306,1658,616,271144
"Kentucky","6 to 10",2020-01-01,1049,1128,368,277049
"Kentucky","11 to 15",2020-01-01,1346,1117,269,294586
"Kentucky","16 to 20",2020-01-01,643,1366,109,174756
"Kentucky","<1",2020-01-01,860,275,3,51757
"Kentucky","<1",2011-01-01,739,299,3,55051
"Kentucky","1 to 5",2011-01-01,1436,1588,401,282844
"Kentucky","11 to 15",2011-01-01,1282,945,139,285043
"Kentucky","16 to 20",2011-01-01,809,1370,62,173851
"Kentucky","6 to 10",2011-01-01,854,906,219,283286
"Kentucky","<1",2012-01-01,756,306,6,54979
"Kentucky","1 to 5",2012-01-01,1598,1455,388,280732
"Kentucky","6 to 10",2012-01-01,1096,970,224,282627
"Kentucky","11 to 15",2012-01-01,1387,928,130,286356
"Kentucky","16 to 20",2012-01-01,790,1226,36,171509
"Kentucky","<1",2014-01-01,900,351,3,55390
"Kentucky","1 to 5",2014-01-01,1564,1505,441,276195
"Kentucky","6 to 10",2014-01-01,1096,1073,242,284695
"Kentucky","11 to 15",2014-01-01,1456,973,167,284940
"Kentucky","16 to 20",2014-01-01,750,1223,56,169648
"Kentucky","<1",2016-01-01,876,300,3,55573
"Kentucky","1 to 5",2016-01-01,1522,1561,522,276089
"Kentucky","6 to 10",2016-01-01,1172,1124,343,281476
"Kentucky","11 to 15",2016-01-01,1313,939,176,282999
"Kentucky","16 to 20",2016-01-01,807,1280,60,172943
"Kentucky","6 to 10",2017-01-01,1224,1167,363,279831
"Kentucky","16 to 20",2017-01-01,778,1291,57,173809
"Kentucky","11 to 15",2017-01-01,1504,974,186,282968
"Kentucky","1 to 5",2017-01-01,1582,1633,518,277381
"Kentucky","<1",2017-01-01,907,347,4,54252
"Kentucky","16 to 20",2021-01-01,597,1213,86,172700
"Kentucky","11 to 15",2021-01-01,1312,1060,275,293438
"Kentucky","6 to 10",2021-01-01,980,1134,346,277348
"Kentucky","1 to 5",2021-01-01,1353,1586,502,268321
"Kentucky","<1",2021-01-01,858,285,3,51094
"Kentucky","<1",2019-01-01,1118,487,6,53208
